日付,都道府県,学校種,学校名,試験名,試験地,住所,時間,,,,,,,,,,,,,,,,,,
2026/01/30,埼玉県,高等学校,浦和学院,,本校,埼玉県さいたま市緑区代山172,
2026/01/30,愛知県,大学,岡山理科大学,一般入試前期A日程,名古屋,愛知県名古屋市中村区名駅4-7-1」ミッドランドスクエア オフィスタワー5F ミッドランドスクエア（ミッドランドホール）,9:30-14:00　開場8:30
2026/01/30,静岡県,大学,岡山理科大学,一般入試前期A日程,静岡,静岡県静岡市駿河区八幡1-1-1 静岡学園なごみ高等学校,9:30-14:00　開場8:30
2026/01/30,石川県,大学,岡山理科大学,一般入試前期A日程,金沢,石川県金沢市尾山町9-13 金沢商工会議所,9:30-14:00　開場8:30
2026/01/30,東京都,大学,岡山理科大学,一般入試前期A日程,東京,東京都中央区京橋3-1-1 京橋スクエアガーデン5F 東京コンベンションホール,9:30-14:00　開場8:30
2026/01/30,東京都,大学,岩手医科大学,医学部地域枠,ベルサール神田,東京都千代田区神田美土代町7,
2026/01/30,愛知県,大学,岐阜医療科学大学,一般選抜前期,名古屋,愛知県名古屋市中村区則武1-6-3 ベルヴュオフィス名古屋1～3階 TKPガーデンシティPREMIUM名駅西口,
2026/01/30,静岡県,大学,岐阜医療科学大学,一般選抜前期,浜松,静岡県浜松市中央区連沢町309番地11 秀英予備校 浜松本部校,
2026/01/30,石川県,大学,岐阜医療科学大学,一般選抜前期,金沢,石川県金沢市広岡二丁目13番33号 JR金沢駅西第三NKビル 2F-3F TKPガーデンシティPREMIUM金沢駅西口,
2026/01/30,長野県,大学,岐阜医療科学大学,一般選抜前期,松本,長野県松本市大手4丁目8-9 松本ホテル花月,
2026/01/30,石川県,高等学校,金沢,,本校,石川県金沢市泉本町3-111,
2026/01/30,石川県,高等学校,金沢学院大学附属,,本校,石川県金沢市末町10,
2026/01/30,石川県,高等学校,金沢龍谷,,本校,石川県金沢市上安原町169番地の1,
2026/01/30,愛知県,大学,甲南大学,,名古屋,愛知県名古屋市東区葵3-7-14,
2026/01/30,石川県,大学,甲南大学,,金沢,石川県金沢市広岡2-13-33 JR金沢駅西第三NKビル2~3階,
2026/01/30,東京都,大学,甲南大学,,東京,東京都品川区大崎2-4-3,
2026/01/30,山梨県,D1(高校),甲府市立甲府商業高等学校,前期,本校,山梨県甲府市上今井町300,
2026/01/30,神奈川県,大学,国際医療福祉大学,一般選抜前期日程C,小田原キャンパス,神奈川県小田原市城山1丁目2-25,9:00-14:10
2026/01/30,千葉県,大学,国際医療福祉大学,一般選抜前期日程C,成田キャンパス,成田市公津の杜4丁目3,9:00-14:10
2026/01/30,長野県,大学,国際医療福祉大学,一般選抜前期日程C,長野,長野県長野市大字南長野北石堂町1177-3 JA長野県ビル,9:00-14:10
2026/01/30,東京都,大学,国際医療福祉大学,一般選抜前期日程C,東京赤坂キャンパス,東京都港区赤坂4丁目1-26,9:00-14:10
2026/01/30,栃木県,大学,国際医療福祉大学,一般選抜前期日程C,大田原キャンパス,栃木県大田原市北金丸2600-1,9:00-14:10
2026/01/30,福島県,大学,国際医療福祉大学,一般選抜前期日程C,郡山,福島県郡山市駅前1丁目12-6 駿優予備学校 郡山校,9:00-14:10
2026/01/30,栃木県,高等学校,作新学院,,本校,栃木県宇都宮市一の沢1-1-41,
2026/01/30,山梨県,E1(特支),山梨県立あけぼの支援学校,前期,本校,山梨県韮崎市旭町上條南割3251-1,
2026/01/30,山梨県,E1(特支),山梨県立かえで支援学校,前期,本校,山梨県甲府市東光寺2-25-1,
2026/01/30,山梨県,D1(高校),山梨県立ひばりが丘高等学校,前期,本校,山梨県富士吉田市上吉田東4-3-1,
2026/01/30,山梨県,E1(特支),山梨県立ふじざくら支援学校,前期,本校,山梨県南都留郡富士河口湖町船津6663-1,
2026/01/30,山梨県,E1(特支),山梨県立やまびこ支援学校,前期,本校,山梨県大月市猿橋町桂台三丁目31-1,
2026/01/30,山梨県,E1(特支),山梨県立ろう学校,前期,本校,山梨県山梨市大野1009,
2026/01/30,山梨県,E1(特支),山梨県立わかば支援学校,前期,本校,山梨県南アルプス市有野3346-3,
2026/01/30,山梨県,E1(特支),山梨県立わかば支援学校ふじかわ分校,前期,本校,山梨県南巨摩郡富士川町鰍沢5673-12,
2026/01/30,山梨県,D1(高校),山梨県立塩山高等学校,前期,本校,山梨県甲州市塩山三日市場440-1,
2026/01/30,山梨県,D1(高校),山梨県立吉田高等学校,前期,本校,山梨県富士吉田市下吉田6-17-1,
2026/01/30,山梨県,D1(高校),山梨県立巨摩高等学校,前期,本校,山梨県南アルプス市小笠原1500-2,
2026/01/30,山梨県,D1(高校),山梨県立峡南高等学校,前期,本校,山梨県南巨摩郡身延町三沢2417,
2026/01/30,山梨県,D1(高校),山梨県立甲府工業高等学校,前期,本校,山梨県甲府市塩部2-7-1,
2026/01/30,山梨県,E1(特支),山梨県立甲府支援学校,前期,本校,山梨県甲府市下飯田2-10-3,
2026/01/30,山梨県,D1(高校),山梨県立甲府昭和高等学校,前期,本校,山梨県中巨摩郡昭和町西条3000,
2026/01/30,山梨県,D1(高校),山梨県立甲府城西高等学校,前期,本校,山梨県甲府市下飯田1-9-1,
2026/01/30,山梨県,D1(高校),山梨県立甲府西高等学校,前期,本校,山梨県甲府市下飯田4-1-1,
2026/01/30,山梨県,D1(高校),山梨県立甲府第一高等学校,前期,本校,山梨県甲府市美咲2-13-44,
2026/01/30,山梨県,D1(高校),山梨県立甲府東高等学校,前期,本校,山梨県甲府市酒折一丁目17-1,
2026/01/30,山梨県,D1(高校),山梨県立甲府南高等学校,前期,本校,山梨県甲府市中小河原町222,
2026/01/30,山梨県,E1(特支),山梨県立高等支援学校桃花台学園,前期,本校,山梨県笛吹市石和町中川1400,
2026/01/30,山梨県,D1(高校),山梨県立山梨高等学校,前期,本校,山梨県山梨市上神内川194,
2026/01/30,山梨県,D1(高校),山梨県立市川高等学校,前期,本校,山梨県西八代郡市川三郷町市川大門1733-2,
2026/01/30,山梨県,D1(高校),山梨県立上野原高等学校,前期,本校,山梨県上野原市八ツ沢555,
2026/01/30,山梨県,D1(高校),山梨県立身延高等学校,前期,本校,山梨県南巨摩郡身延町梅平1201-2,
2026/01/30,山梨県,D1(高校),山梨県立青洲高等学校,前期,本校,山梨県西八代郡市川三郷町市川大門1733-2,
2026/01/30,山梨県,D1(高校),山梨県立増穂商業高等学校,前期,本校,山梨県南巨摩郡富士川町最勝寺1372,
2026/01/30,山梨県,D1(高校),山梨県立中央高等学校,前期,本校,山梨県甲府市飯田5-6-23,
