日付,都道府県,学校種,学校名,試験名,試験地,住所,時間
2026/01/31,東京都,大学,つくば国際大学,,東京,東京都中央区八重洲1-8-17新槇町ビル7F,
2026/01/31,愛知県,国家試験,愛知学院大学 日進キャンパス,歯科医師,,愛知県日進市岩崎町阿良池12,
2026/01/31,愛知県,大学,岡山理科大学,一般入試前期B日程,名古屋,愛知県名古屋市中村区名駅4-7-1」ミッドランドスクエア オフィスタワー5F ミッドランドスクエア（ミッドランドホール）,10:00-12:00　開場9:00
2026/01/31,静岡県,大学,岡山理科大学,一般入試前期B日程,静岡,静岡県静岡市駿河区八幡1-1-1 静岡学園なごみ高等学校,10:00-12:00　開場9:00
2026/01/31,石川県,大学,岡山理科大学,一般入試前期B日程,金沢,石川県金沢市尾山町9-13 金沢商工会議所,10:00-12:00　開場9:00
2026/01/31,東京都,大学,岡山理科大学,一般入試前期B日程,東京,東京都中央区京橋3-1-1 京橋スクエアガーデン5F 東京コンベンションホール,10:00-12:00　開場9:00
2026/01/31,東京都,大学,岩手医科大学,医学部地域枠,ベルサール神田,東京都千代田区神田美土代町7,
2026/01/31,愛知県,大学,岐阜医療科学大学,一般選抜前期,名古屋,愛知県名古屋市中村区則武1-6-3 ベルヴュオフィス名古屋1～3階 TKPガーデンシティPREMIUM名駅西口,
2026/01/31,静岡県,大学,岐阜医療科学大学,一般選抜前期,静岡,静岡県静岡市駿河区南町11-29 サンパレスホテル,
2026/01/31,静岡県,大学,岐阜医療科学大学,一般選抜前期,浜松,静岡県浜松市中央区連沢町309番地11 秀英予備校 浜松本部校,
2026/01/31,石川県,大学,岐阜医療科学大学,一般選抜前期,金沢,石川県金沢市広岡二丁目13番33号 JR金沢駅西第三NKビル 2F-3F TKPガーデンシティPREMIUM金沢駅西口,
2026/01/31,長野県,大学,岐阜医療科学大学,一般選抜前期,松本,長野県松本市大手4丁目8-9 松本ホテル花月,
2026/01/31,東京都,大学,岐阜医療科学大学,一般選抜前期,東京,東京都中央区八重洲1-8-16 新槇町ビル TKP東京駅カンファレンスセンター,
2026/01/31,富山県,大学,岐阜医療科学大学,一般選抜前期,富山,富山県富山市奥田新町8-1 ボルファートとやま,
2026/01/31,福井県,大学,岐阜医療科学大学,一般選抜前期,福井,福井県福井市大手3-12-20 ザ・グランユアーズフクイ,
2026/01/31,群馬県,高等学校,共愛学園,,本校,群馬県前橋市小屋原町1115-3,
2026/01/31,群馬県,高等学校,桐生第一,,本校,群馬県桐生市小曽根町1番5号,
2026/01/31,愛知県,大学,甲南大学,,名古屋,愛知県名古屋市東区葵3-7-14,
2026/01/31,群馬県,高等学校,高崎商科大学附属,,本校,群馬県高崎市大橋町237-1,
2026/01/31,岐阜県,高等学校,高山西,,本校,岐阜県高山市下林町353,
2026/01/31,北海道,国家試験,札幌コンベンションセンター,歯科医師,,北海道札幌市白石区東札幌6条1-1-1,
2026/01/31,千葉県,中学校,志学館,,本校,千葉県木更津市真舟3-29-1,
2026/01/31,東京都,国家試験,実践女子大学 渋谷キャンパス,歯科医師,,東京都渋谷区東1-1-49,
2026/01/31,群馬県,高等学校,常磐,,本校,群馬県太田市飯塚町141-1,
2026/01/31,茨城県,大学,神奈川工科大学,一般入試A日程入試,水戸,茨城県水戸市泉町2-3-2 中央ビル,10:00-16:20　入室開始8:40
2026/01/31,宮城県,大学,神奈川工科大学,一般入試A日程入試,仙台,宮城県仙台市青葉区五橋2-11-1 ショーケー本館ビル,10:00-16:20　入室開始8:40
2026/01/31,群馬県,大学,神奈川工科大学,一般入試A日程入試,高崎,群馬県高崎市栄町15-3 小野池学院,10:00-16:20　入室開始8:40
2026/01/31,山梨県,大学,神奈川工科大学,一般入試A日程入試,甲府,山梨県甲府市武田1-3-27 甲斐大学予備校（北館）,10:00-16:20　入室開始9:00
2026/01/31,新潟県,大学,神奈川工科大学,一般入試A日程入試,新潟,新潟県新潟市中央区天神1-1 プラーカ3 B1F NINNO3会議室,10:00-16:20　入室開始9:00
2026/01/31,神奈川県,大学,神奈川工科大学,一般入試A日程入試,横浜,神奈川県横浜市西区北幸2-5-15 プレミア横浜西口ビル ビジョンセンター横浜,10:00-16:20　入室開始9:00
2026/01/31,静岡県,大学,神奈川工科大学,一般入試A日程入試,沼津,静岡県沼津市大手町1-1-4 プラサヴェルデ,10:00-16:20　入室開始9:00
2026/01/31,静岡県,大学,神奈川工科大学,一般入試A日程入試,静岡,静岡県静岡市駿河区八幡1-1-1 静岡学園なごみ高等学校,10:00-16:20　入室開始8:40
2026/01/31,長野県,大学,神奈川工科大学,一般入試A日程入試,長野,長野県長野市北石堂町1022 信学会駿台提携長野予備学校,10:00-16:20　入室開始9:00
2026/01/31,東京都,大学,神奈川工科大学,一般入試A日程入試,東京,東京都中央区京橋1-10-7 KPP八重洲ビル7F(AP東京八重洲),10:00-16:20　入室開始9:00
